16666	Una prelibatezza per il tuo pet!
16667	Una prelibatezza per il tuo pet molto rara!
50709	Dente di Leone	Il dente di leone aiuta contro il mal di gola ed ha un buonissimo sapore.	Ricerca
50710	Cardo	È un fiore che rinforza le ossa.	Ricerca
50711	Dattero	Frutto molto buono che dona nuova energia al corpo.	Ricerca
50712	Pianta Sam-Zi	Questa pianta molto rara serve come ricostituente se impiegata correttamente.	Ricerca
50721	Fiori di Pesco	Un  tempo con i fiori di pesco si creava un unguento per la pelle	Produzione pozioni
50722	Campanula	Questo fiore è molto conosciuto per le sue proprietà curative contro tosse e rafreddore.	Produzione pozioni
50723	Fiori di Caco	Una leggenda narra che se una donna porta al collo questo fiore avrà un figlio maschio.	Produzione pozioni
50724	Radice di gango	La radice di Gango aiuta il sistema immunitario e rinforza la resistenza del corpo.	Produzione pozioni
50725	Lillà	Questa pianta aumenta la concentrazione e la memoria.	Produzione pozioni
50726	Fungo tue	Questo fungo è usato raramente come medicina ed aiuta contro l'insonnia.	Produzione pozioni
50727	Rosa Alpina	Questa pianta rinforza il sistema nervoso.	Produzione pozioni
50728	Albero di More	Le more danno forza e risvegliano.	Produzione pozioni
50729	Dente di Leone	Il dente di leone aiuta contro il mal di gola ed ha un buonissimo sapore.	Produzione pozioni
50730	Cardo	È un fiore che rinforza le ossa.	Produzione pozioni
50731	Dattero	Frutto molto buono che dona nuova energia al corpo.	Produzione pozioni
50732	Pianta Sam-Zi	Questa pianta molto rara serve come ricostituente se impiegata correttamente.	Produzione pozioni
50801	Succo di Fiori di Pesco	Questo è un succo fatto con i fiori di pesco. Ti guarisce
50802	Succo di Campanula	Il succo ricavato dalle Campanule aumenta la tua forza di 5 punti per 3 minuti.
50803	Succo di Fiori di Caco	Questo è un succo fatto con i fiori di caco. Rinforza la tua concentrazione.
50804	Succo di Radice di Gango	Questo è un succo fatto con le radici di gango. Cura lievi ferite.
50805	Succo di Lillà	Questo è un succo fatto con i lillà.
50806	Succo di Fungo Tue	Questo è una resina fatta con i funghi tue.
50807	Succo di Rosa Alpina	Questo è un succo fatto con le rose alpine.
50808	Succo di Albero di More	Questo è un succo fatto con more
50809	Succo di Dente di Leone	Questo è un succo fatto con il dente di leone
50810	Succo di Cardo	Questo è un succo fatto con le sterlizie
50811	Estratto di Dattero	Questo è un estratto fatto con i datteri
50812	Succo di Pianta Sam-Zi	Questo è un succo fatto con le piante sam-zi
50813	Acqua Sim	Una pozione fatta con Succo di Fiori di Pesco e Lillà che aumenta del 10% la tua possibilità di effettuare colpi trafiggenti per 3 minuti.
50814	Acqua Dok	Una pozione fatta con succo di campanula e lillà che per 3 minuti aumenta del 10% la possibilità di effettuare colpi critici.
50815	Acqua Bo	Questa pozione è fatta con il succo di fiori ci caco + fungo tue. Rinforza il tuo cervello.
50816	Acqua Young	Questa pozione è fatta con il succo della radice di gango + fungo tue. Anima il tuo spirito vitale.
50817	Acqua Zin	Una pozione fatta con acqua Sim e rose alpine che per 3 minuti aumenta il valore d'attacco di 50 punti.
50818	Acqua SamBo	Una pozione fatta con acqua Dok e rose alpine che per 3 minuti aumenta la difesa di 70 punti.
50819	Acqua Mong	Una pozione fatta con acqua Bo e alberi di more che per 3 minuti aumenta la difesa magica del 10%.
50820	Acqua Hwal	Una pozione fatta con acqua young e more, in grado di aumentare la tua velocità di attacco di 3 punti per 3 minuti.
50901	Bottiglia vuota	Serve per preparare le pozioni
50902	Ricetta Principiante	Ricetta con istruzioni facili da seguire che può essere eseguita anche dagli inesperti.
50903	Ricetta	Una ricetta che richiede un minimo di esperienza.
50904	Ricetta Professionale	Una ricetta che può essere eseguita solo da esperti.
50905	Ricetta Acqua Sim	Descrive dettagliatamente la creazione dell'acqua composta da Succo di Fiori di Pesco e Lillà.
50906	Ricetta Acqua Dok	Descrive dettagliatamente la creazione dell'acqua composta da Succo di Campanula e Lillà.
50907	Ricetta Acqua Bo	Descrive dettagliatamente la creazione dell'acqua composta da Succo di Fiori di Caco e Funghi Tue.
50908	Ricetta Acqua Young	Descrive dettagliatamente la creazione dell'acqua composta da Succo di Radice di Gango e Funghi Tue.
50909	Ricetta Acqua Zin	Descrive dettagliatamente la creazione dell'acqua composta da Succo di Fiori di Pesco, Lillà e Rose Alpine.
50910	Ricetta Acqua Hwal	Descrive dettagliatamente la creazione dell'acqua composta da Succo di Radici di Gango, Funghi Tue e Alberi di More.
51001	Scaglia di energia	Scaglia usata per l'upgrade di alcuni oggetti.
51002	Cristallo di energia	Questo cristallo aumenta i tuoi bonus per due ore.
51501	Cor draconis (grezzo)	Il cuore di drago cristallizzato contiene una Pietra del drago, scelta dalla sorte, della classe "grezzo".
51502	Cor draconis (grezzo)	Il cuore di drago cristallizzato contiene una Pietra del drago, scelta dalla sorte, della classe "grezzo".
51503	Cor draconis (normale)	Cuore di drago cristallizzato. Rango: normale. Contiene una Pietra del drago opaca di classe "grezzo" fino a "tagliato".
51504	Cor draconis (nobile)	Cuore di drago cristallizzato. Rango: nobile. Contiene una Pietra del drago opaca di classe "grezzo" fino a "raro".
51505	Cor draconis (prezioso)	Cuore di drago cristallizzato. Rango: prezioso. Contiene una Pietra del drago opaca di classe "grezzo" fino ad "antico".
51506	Cor draconis (mitico)	Cuore di drago cristallizzato. Rango: mitico. Contiene una Pietra del drago opaca di classe "grezzo" fino a "leggendario".
51507	Cor draconis (tagliato)	Il cuore di drago cristallizzato contiene una Pietra del drago, scelta dalla sorte, della classe "tagliato".
51508	Cor draconis (raro)	Il cuore di drago cristallizzato contiene una Pietra del drago, scelta dalla sorte, della classe "raro".
51509	Cor draconis (antico)	Il cuore di drago cristallizzato contiene una Pietra del drago, scelta dalla sorte, della classe "antico".
51510	Cor draconis (leggend.)	Il cuore di drago cristallizzato contiene una Pietra del drago, scelta dalla sorte, della classe "leggendario".
51511	Cor diamas	Cor draconis bianco. Contiene un Diamante del drago scelto dalla sorte.
51512	Cor rubinum	Cor draconis rosso. Contiene un Rubino del drago scelto dalla sorte.
51513	Cor jadeit	Cor draconis verde. Contiene una Giada del drago scelta dalla sorte.
51514	Cor saphirum	Cor draconis blu. Contiene uno Zaffiro del drago scelto dalla sorte.
51515	Cor granatum	Cor draconis arancione. Contiene un Granato del drago scelto dalla sorte.
51516	Cor atrum	Cor draconis nero. Contiene un'Onice del drago scelta dalla sorte.
51517	Cor diamas (normale)	Cor draconis bianco. Rango: normale. Contiene un Diamante del drago opaco della classe da "grezzo" a "tagliato".
51518	Cor rubinum (normale)	Cor draconis rosso. Rango: normale. Contiene un Rubino del drago opaco della classe da "grezzo" a "tagliato".
51519	Cor jadeit (normale)	Cor draconis verde. Rango: normale. Contiene una Giada del drago opaca della classe da "grezzo" a "tagliato".
51520	Cor saphirum (normale)	Cor draconis blu. Rango: normale. Contiene uno Zaffiro del drago opaco della classe da "grezzo" a "tagliato".
51521	Cor granatum (normale)	Cor draconis arancione. Rango: normale. Contiene un Granato del drago opaco della classe da "grezzo" a "tagliato".
51522	Cor atrum (normale)	Cor draconis nero. Rango: normale. Contiene un'Onice del drago opaca della classe da "grezzo" a "tagliato".
51523	Cor diamas (nobile)	Cor draconis bianco. Rango: nobile. Contiene un Diamante del drago opaco della classe da "grezzo" a "raro".
51524	Cor rubinum (nobile)	Cor draconis rosso. Rango: nobile. Contiene un Rubino del drago opaco della classe da "grezzo" a "raro".
51525	Cor jadeit (nobile)	Cor draconis verde. Rango: nobile. Contiene una Giada del drago opaca della classe da "grezzo" a "raro".
51526	Cor saphirum (nobile)	Cor draconis blu. Rango: nobile. Contiene uno Zaffiro del drago opaco della classe da "grezzo" a "raro".
51527	Cor granatum (nobile)	Cor draconis arancione. Rango: nobile. Contiene un Granato del drago opaco della classe da "grezzo" a "raro".
51528	Cor atrum (nobile)	Cor draconis nero. Rango: nobile. Contiene un'Onice del drago opaca della classe da "grezzo" a "raro".
51529	Cor diamas (prezioso)	Cor draconis bianco . Rango: prezioso. Contiene un Diamante del drago opaco della classe da "grezzo" ad "antico".
51530	Cor rubinum (prezioso)	Cor draconis rosso. Rango: prezioso. Contiene un Rubino del drago opaco della classe da "grezzo" ad "antico".
51531	Cor jadeit (prezioso)	Cor draconis verde. Rango: prezioso. Contiene una Giada del drago opaca della classe da "grezzo" ad "antico".
51532	Cor saphirum (prezioso)	Cor draconis blu. Rango: prezioso. Contiene uno Zaffiro del drago opaco della classe da "grezzo" ad "antico".
51533	Cor granatum (prezioso)	Cor draconis arancione. Rango: prezioso. Contiene un Granato del drago opaco della classe da "grezzo" ad "antico".
51534	Cor atrum (prezioso)	Cor draconis nero. Rango: prezioso. Contiene un'Onice del drago opaca della classe da "grezzo" ad "antico".
51535	Cor diamas (terso)	Cor draconis bianco. Rango: terso. Contiene un Diamante del drago opaco della classe da "grezzo" a "leggendario".
51536	Cor rubinum (terso)	Cor draconis rosso. Rango: terso. Contiene un Rubino del drago opaco della classe da "grezzo" a "leggendario".
51537	Cor jadeit (terso)	Cor draconis verde. Rango: terso. Contiene una Giada del drago opaca della classe da "grezzo" a "leggendario".
51538	Cor saphirum (terso)	Cor draconis blu. Rango: terso. Contiene uno Zaffiro del drago opaco della classe da "grezzo" a "leggendario".
51539	Cor granatum (terso)	Cor draconis arancione. Rango: terso. Contiene un Granato del drago opaco della classe da "grezzo" a "leggendario".
51540	Cor atrum (terso)	Cor draconis nero. Rango: terso. Contiene un'Onice del drago opaca della classe da "grezzo" a "leggendario".
51541	Cor draconis (ardente)	Cuore di drago cristallizzato. Rango: ardente. Contiene una Pietra del drago opaca della classe da "tagliato" a "raro"
51542	Cor diamas (ardente)	Cor draconis bianco. Rango: ardente. Contiene un Diamante del drago opaco della classe da "tagliato" a "raro".
51543	Cor rubinum (ardente)	Cor draconis rosso. Rango: ardente. Contiene un Rubino del drago opaco della classe da "tagliato" a "raro".
51544	Cor jadeit (ardente)	Cor draconis verde. Rango: ardente. Contiene una Giada del drago opaca della classe da "tagliato" a "raro".
51545	Cor saphirum (ardente)	Cor draconis blu. Rango: ardente. Contiene uno Zaffiro del drago opaco della classe da "tagliato" a "raro".
51546	Cor granatum (ardente)	Cor draconis arancione. Rango: ardente. Contiene un Granato del drago opaco della classe da "tagliato" a "raro".
51547	Cor atrum (ardente)	Cor draconis nero. Rango: ardente. Contiene un'Onice del drago opaca della classe da "tagliato" a "raro".
51548	Cor draconis (terso)	Cuore di drago cristallizzato. Rango: terso. Contiene una Pietra del drago opaca della classe da "grezzo" a "leggendario".
51549	Cor draconis (eterno)	Cuore di drago cristallizzato. Rango: eterno. Contiene una Pietra del drago opaca della classe da "tagliato" ad "antico".
51550	Cor diamas (eterno)	Cor draconis bianco. Rango: eterno. Contiene un Diamante del drago opaco della classe da "tagliato" ad "antico".
51551	Cor rubinum (eterno)	Cor draconis rosso. Rango: eterno. Contiene un Rubino del drago opaco della classe da "tagliato" ad "antico".
51552	Cor jadeit (eterno)	Cor draconis verde. Rango: eterno. Contiene una Giada del drago opaca della classe da "tagliato" ad "antico".
51553	Cor saphirum (eterno)	Cor draconis blu. Rango: eterno. Contiene uno Zaffiro del drago opaco della classe da "tagliato" ad "antico".
51554	Cor granatum (eterno)	Cor draconis arancione. Rango: eterno. Contiene un Granato del drago opaco della classe da "tagliato" ad "antico".
51555	Cor atrum (eterno)	Cor draconis nero. Rango: eterno. Contiene un'Onice del drago opaca della classe da "tagliato" ad "antico".
51556	Cor diamas (mitico)	Cor draconis bianco. Rango: mitico. Contiene un Diamante del drago opaco della classe da "tagliato" a "leggendario".
51557	Cor rubinum (mitico)	Cor draconis rosso. Rango: mitico. Contiene un Rubino del drago opaco della classe da "tagliato" a "leggendario".
51558	Cor jadeit (mitico)	Cor draconis verde. Rango: mitico. Contiene una Giada del drago opaca della classe da "tagliato" a "leggendario".
51559	Cor saphirum (mitico)	Cor draconis blu. Rango: mitico. Contiene uno Zaffiro del drago opaco della classe da "tagliato" a "leggendario".
51560	Cor granatum (mitico)	Cor draconis arancione. Rango: mitico. Contiene un Granato del drago opaco della classe da "tagliato" a "leggendario".
51561	Cor atrum (mitico)	Cor draconis nero. Rango: mitico. Contiene un'Onice del drago opaca della classe da "tagliato" a "leggendario".
51562	Cor draconis (epico)	Cuore di drago cristallizzato. Rango: epico. Contiene una Pietra del drago opaca della classe da "raro" ad "antico".
51563	Cor diamas (epico)	Cor draconis bianco. Rango: epico. Contiene un Diamante del drago opaco della classe da "raro" ad "antico".
51564	Cor rubinum (epico)	Cor draconis rosso. Rango: epico. Contiene un Rubino del drago opaco della classe da "raro" ad "antico".
51565	Cor jadeit (mitico)	Cor draconis verde. Rango: epico. Contiene una Giada del drago opaca della classe da "raro" ad "antico".
51566	Cor saphirum (epico)	Cor draconis blu. Rango: epico. Contiene uno Zaffiro del drago opaco della classe da "raro" ad "antico".
51567	Cor granatum (epico)	Cor draconis arancione. Rango: epico. Contiene un Granato del drago opaco della classe da "raro" ad "antico".
51568	Cor atrum (epico)	Cor draconis nero. Rango: epico. Contiene un'Onice del drago opaca della classe da "raro" ad "antico".
51569	Cor draconis (divino)	Cuore di drago cristallizzato. Rango: divino. Contiene una Pietra del drago opaca della classe da "raro" a "leggendario"
51570	Cor diamas (divino)	Cor draconis bianco. Rango: divino. Contiene un Diamante del drago opaco della classe da "raro" a "leggendario".
